/CLK (x=0.7) X,/CLK (x=0.7) Y,/D (x=0.7) X,/D (x=0.7) Y,/Q (x=0.7) X,/Q (x=0.7) Y
0,0,0,0,0,5.777742042180274e-08
3.90625e-14,0,3.90625e-14,0.002734375,3.90625e-14,3.08612594029269e-06
1.171875e-13,0,1.171875e-13,0.008203125,1.171875e-13,1.477298543651579e-05
1.5625e-13,0,1.5625e-13,0.0109375,1.5625e-13,2.14549342482182e-05
2.34375e-13,0,2.34375e-13,0.01640625,2.34375e-13,3.611098115719388e-05
3.906250000000001e-13,0,3.906250000000001e-13,0.02734375000000001,3.906250000000001e-13,6.448977832210444e-05
6.435485454761921e-13,0,6.435485454761921e-13,0.04504839818333345,6.435485454761921e-13,0.0001190315142825079
1.034778634215468e-12,0,1.034778634215468e-12,0.07243450439508278,1.034778634215468e-12,0.0001809297854188762
1.817238811694021e-12,0,1.817238811694021e-12,0.1272067168185815,1.817238811694021e-12,0.00027076484028924
3.382159166651125e-12,0,3.382159166651125e-12,0.2367511416655788,3.382159166651125e-12,0.0003490625738820198
6.19712683691566e-12,0,6.19712683691566e-12,0.4337988785840962,6.19712683691566e-12,0.000312108644368182
6.672485982301202e-12,0,6.672485982301202e-12,0.4670740187610841,6.672485982301202e-12,0.0002967026115766036
7.623204273072286e-12,0,7.623204273072286e-12,0.5336242991150599,7.623204273072286e-12,0.0002661085913440763
8.811602136536142e-12,0,8.811602136536142e-12,0.6168121495575299,8.811602136536142e-12,0.0002282908097181631
9.999999999999999e-12,0,9.999999999999999e-12,0.7,9.999999999999999e-12,0.0001889258651353192
1.014106229455898e-11,0,1.014106229455898e-11,0.7,1.014106229455898e-11,0.0001645915018070012
1.042318688367693e-11,0,1.042318688367693e-11,0.7,1.042318688367693e-11,0.0001095092994474056
1.083663285768547e-11,0,1.083663285768547e-11,0.7,1.083663285768547e-11,3.50564365272373e-05
1.094699107696086e-11,0,1.094699107696086e-11,0.7,1.094699107696086e-11,1.818815170149394e-05
1.116770751551164e-11,0,1.116770751551164e-11,0.7,1.116770751551164e-11,-1.537420480151617e-05
1.160914039261319e-11,0,1.160914039261319e-11,0.7,1.160914039261319e-11,-7.34502533789998e-05
1.21858325510056e-11,0,1.21858325510056e-11,0.7,1.21858325510056e-11,-0.0001358640977565183
1.247417863020181e-11,0,1.247417863020181e-11,0.7,1.247417863020181e-11,-0.0001614700852899294
1.305087078859422e-11,0,1.305087078859422e-11,0.7,1.305087078859422e-11,-0.0002041242299004548
1.420425510537905e-11,0,1.420425510537905e-11,0.7,1.420425510537905e-11,-0.000259463567567687
1.651102373894871e-11,0,1.651102373894871e-11,0.7,1.651102373894871e-11,-0.0003277746416216198
1.766440805573354e-11,0,1.766440805573354e-11,0.7,1.766440805573354e-11,-0.0003054937667762061
1.99711766893032e-11,0,1.99711766893032e-11,0.7,1.99711766893032e-11,-0.0002460237075991239
2.458471395644251e-11,0,2.458471395644251e-11,0.7,2.458471395644251e-11,-0.0001335693008870162
3.276485858392417e-11,0,3.276485858392417e-11,0.7,3.276485858392417e-11,-1.481436651909839e-05
4.327603731165067e-11,0,4.327603731165067e-11,0.7,4.327603731165067e-11,2.01439170933277e-05
5.751193768489621e-11,0,5.751193768489621e-11,0.7,5.751193768489621e-11,2.627046435839099e-05
7.428008331731119e-11,0,7.428008331731119e-11,0.7,7.428008331731119e-11,7.252492282866291e-06
9.646550481515379e-11,0,9.646550481515379e-11,0.7,9.646550481515379e-11,3.110751080367304e-06
1.289565117547637e-10,0,1.289565117547637e-10,0.7,1.289565117547637e-10,7.387497471335827e-07
1.712183848635759e-10,0,1.712183848635759e-10,0.7,1.712183848635759e-10,-1.06698649977411e-06
2.269841056545499e-10,0,2.269841056545499e-10,0.7,2.269841056545499e-10,-3.431738259156885e-07
2.989173184762123e-10,0,2.989173184762123e-10,0.7,2.989173184762123e-10,-7.091595262247915e-07
3.940774348096743e-10,0,3.940774348096743e-10,0.7,3.940774348096743e-10,-3.015735553607805e-07
5.188710640330473e-10,0,5.188710640330473e-10,0.7,5.188710640330473e-10,-6.273502160388705e-07
6.852288998238298e-10,0,6.852288998238298e-10,0.7,6.852288998238298e-10,-3.22431267978334e-07
9.063123778058747e-10,0,9.063123778058747e-10,0.7,9.063123778058747e-10,-6.108940104955678e-07
1.203875428739058e-09,0,1.203875428739058e-09,0.7,1.203875428739058e-09,-3.325325603711859e-07
1.602143740082628e-09,0,1.602143740082628e-09,0.7,1.602143740082628e-09,-6.035168587479604e-07
2.140615841720041e-09,0,2.140615841720041e-09,0.7,2.140615841720041e-09,-3.37632329858118e-07
2.864883794032001e-09,0,2.864883794032001e-09,0.7,2.864883794032001e-09,-5.997556106133275e-07
3.848529004550555e-09,0,3.848529004550555e-09,0.7,3.848529004550555e-09,-3.402289874828123e-07
5.177255297454672e-09,0,5.177255297454672e-09,0.7,5.177255297454672e-09,-5.977597574639184e-07
6.988458372910779e-09,0,6.988458372910779e-09,0.7,6.988458372910779e-09,-3.415806858929284e-07
9.4431437585501e-09,0,9.4431437585501e-09,0.7,9.4431437585501e-09,-5.966973703880617e-07
1.279909534896153e-08,0,1.279909534896153e-08,0.7,1.279909534896153e-08,-3.423057760489547e-07
1.679909534896153e-08,0,1.679909534896153e-08,0.7,1.679909534896153e-08,-5.961116136744838e-07
2.079909534896153e-08,0,2.079909534896153e-08,0.7,2.079909534896153e-08,-3.428367040944489e-07
2.479909534896153e-08,0,2.479909534896153e-08,0.7,2.479909534896153e-08,-5.955849852269093e-07
2.879909534896153e-08,0,2.879909534896153e-08,0.7,2.879909534896153e-08,-3.433683054357342e-07
3.279909534896153e-08,0,3.279909534896153e-08,0.7,3.279909534896153e-08,-5.950695134731026e-07
3.679909534896153e-08,0,3.679909534896153e-08,0.7,3.679909534896153e-08,-3.438819882846897e-07
4.079909534896153e-08,0,4.079909534896153e-08,0.7,4.079909534896153e-08,-5.945522280174683e-07
4.479909534896154e-08,0,4.479909534896154e-08,0.7,4.479909534896154e-08,-3.443928853160798e-07
4.879909534896154e-08,0,4.879909534896154e-08,0.7,4.879909534896154e-08,-5.940401403701512e-07
5.279909534896154e-08,0,5.279909534896154e-08,0.7,5.279909534896154e-08,-3.449080552674549e-07
5.679909534896155e-08,0,5.679909534896155e-08,0.7,5.679909534896155e-08,-5.93555835059573e-07
6.079909534896155e-08,0,6.079909534896155e-08,0.7,6.079909534896155e-08,-3.454014788472158e-07
6.479909534896154e-08,0,6.479909534896154e-08,0.7,6.479909534896154e-08,-5.930620201679753e-07
6.879909534896154e-08,0,6.879909534896154e-08,0.7,6.879909534896154e-08,-3.458922516724124e-07
7.279909534896154e-08,0,7.279909534896154e-08,0.7,7.279909534896154e-08,-5.925713423812206e-07
7.679909534896153e-08,0,7.679909534896153e-08,0.7,7.679909534896153e-08,-3.463801728544246e-07
8.079909534896153e-08,0,8.079909534896153e-08,0.7,8.079909534896153e-08,-5.920838639549595e-07
8.479909534896152e-08,0,8.479909534896152e-08,0.7,8.479909534896152e-08,-3.468650842352639e-07
8.879909534896152e-08,0,8.879909534896152e-08,0.7,8.879909534896152e-08,-5.915996545336909e-07
9.279909534896152e-08,0,9.279909534896152e-08,0.7,9.279909534896152e-08,-3.473468567300539e-07
9.679909534896151e-08,0,9.679909534896151e-08,0.7,9.679909534896151e-08,-5.911187834980034e-07
1.007990953489615e-07,0,1.007990953489615e-07,0.7,1.007990953489615e-07,-3.478253827141823e-07
1.047990953489615e-07,0,1.047990953489615e-07,0.7,1.047990953489615e-07,-5.906413163109825e-07
1.087990953489615e-07,0,1.087990953489615e-07,0.7,1.087990953489615e-07,-3.483005713910413e-07
1.127990953489615e-07,0,1.127990953489615e-07,0.7,1.127990953489615e-07,-5.901673098884458e-07
1.167990953489615e-07,0,1.167990953489615e-07,0.7,1.167990953489615e-07,-3.487723483735136e-07
1.207990953489615e-07,0,1.207990953489615e-07,0.7,1.207990953489615e-07,-5.896968212165897e-07
1.247990953489615e-07,0,1.247990953489615e-07,0.7,1.247990953489615e-07,-3.492406462006648e-07
1.287990953489615e-07,0,1.287990953489615e-07,0.7,1.287990953489615e-07,-5.892298966391531e-07
1.327990953489615e-07,0,1.327990953489615e-07,0.7,1.327990953489615e-07,-3.497054093020467e-07
1.367990953489615e-07,0,1.367990953489615e-07,0.7,1.367990953489615e-07,-5.887665771690734e-07
1.407990953489615e-07,0,1.407990953489615e-07,0.7,1.407990953489615e-07,-3.50166590987687e-07
1.447990953489616e-07,0,1.447990953489616e-07,0.7,1.447990953489616e-07,-5.883068977745149e-07
1.487990953489616e-07,0,1.487990953489616e-07,0.7,1.487990953489616e-07,-3.506241539954706e-07
1.527990953489616e-07,0,1.527990953489616e-07,0.7,1.527990953489616e-07,-5.878508847347162e-07
1.567990953489616e-07,0,1.567990953489616e-07,0.7,1.567990953489616e-07,-3.510780661992168e-07
1.607990953489616e-07,0,1.607990953489616e-07,0.7,1.607990953489616e-07,-5.873985642749804e-07
1.647990953489616e-07,0,1.647990953489616e-07,0.7,1.647990953489616e-07,-3.515283014124245e-07
1.687990953489616e-07,0,1.687990953489616e-07,0.7,1.687990953489616e-07,-5.869499551175563e-07
1.727990953489616e-07,0,1.727990953489616e-07,0.7,1.727990953489616e-07,-3.51974839271634e-07
1.767990953489616e-07,0,1.767990953489616e-07,0.7,1.767990953489616e-07,-5.8650507183503e-07
1.8e-07,0,1.8e-07,0.7,1.8e-07,-3.524726985547297e-07
1.800000390625e-07,0.002734375000191284,1.800000390625e-07,0.7,1.800000390625e-07,-4.072150656933613e-07
1.800001171875e-07,0.008203125000573852,1.800001171875e-07,0.7,1.800001171875e-07,-2.948663064425009e-07
1.800002734375e-07,0.01914062500133899,1.800002734375e-07,0.7,1.800002734375e-07,3.07379136260681e-07
1.800004770015972e-07,0.0333901118037396,1.800004770015972e-07,0.7,1.800004770015972e-07,9.774364643165613e-07
1.800006962610304e-07,0.04873827212927118,1.800006962610304e-07,0.7,1.800006962610304e-07,1.632700989370277e-06
1.800011347798969e-07,0.07943459278033434,1.800011347798969e-07,0.7,1.800011347798969e-07,2.006991098288845e-06
